Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (m)
148.718721254,-0.639804720878601,0.982528686523438,2.25457072257996,,,,,,,
148.723644744,-0.577854096889496,0.916495323181152,2.04455399513245,,,,,,,
148.728569171,-0.440997660160065,0.863455772399902,2.0325071811676,,,,,,,
148.733492608,-0.37072628736496,0.828181266784668,2.19430088996887,,,,,,,
148.738415369,-0.345403373241425,0.851248741149902,2.37922263145447,,,,,,,
148.743338858,-0.0804125964641571,0.937222480773926,2.49445486068726,,,,,,,
148.748263286,0.00284004211425781,0.971179008483887,2.37061357498169,,,,,,,
148.753186723,0.131744205951691,0.993791580200195,2.20181441307068,,,,,,,
148.758109483,0.351942539215088,1.07669639587402,1.98844408988953,,,,,,,
148.763032973,0.460082292556763,1.07148265838623,1.89582443237305,,,,,,,
148.767957348,0.516154050827026,1.02361965179443,1.76143908500671,,,,,,,
148.772880838,0.613648295402527,0.878149032592773,1.61408734321594,,,,,,,
148.777803598,0.668857336044312,0.735676765441895,1.47036051750183,,,,,,,
148.782727088,0.655409216880798,0.536450386047363,1.24892091751099,,,,,,,
148.787651463,0.621137917041779,0.318828582763672,1.0598087310791,,,,,,,
148.792574952,0.561314582824707,0.0709781646728516,0.888373374938965,,,,,,,
148.797497713,0.430410623550415,-0.149713516235352,0.751503705978394,,,,,,,
148.802421202,0.304865926504135,-0.386501312255859,0.666486501693726,,,,,,,
148.807345577,0.270710915327072,-0.519905090332031,0.578575372695923,,,,,,,
148.812269067,0.275026679039001,-0.715130805969238,0.468950748443604,,,,,,,
148.817191775,0.36071515083313,-1.02239751815796,0.404843330383301,,,,,,,
148.822115317,0.547150015830994,-1.32933378219605,0.357884883880615,,,,,,,
148.827039692,0.556704759597778,-1.60971927642822,0.266132354736328,,,,,,,
148.831963181,0.528195440769196,-1.78476095199585,0.0294308662414551,,,,,,,
148.83688589,0.466416329145432,-1.96705341339111,-0.225096702575684,,,,,,,
148.841809431,0.380974411964417,-2.17095899581909,-0.5069420337677,,,,,,,
148.846733806,0.279164165258408,-2.37743043899536,-0.77277398109436,,,,,,,
148.851657296,0.103608012199402,-2.63668012619019,-0.955667495727539,,,,,,,
148.856580004,-0.0738936364650726,-2.9318699836731,-1.25908434391022,,,,,,,
148.861503546,-0.167140990495682,-3.16496419906616,-1.4890992641449,,,,,,,
148.866427921,-0.346207499504089,-3.41257190704346,-1.63380086421967,,,,,,,
148.871351411,-0.587246298789978,-3.68183088302612,-1.80811893939972,,,,,,,
148.876274119,-0.734866261482239,-3.86995983123779,-1.93294835090637,,,,,,,
148.881197661,-0.719686567783356,-4.0153284072876,-2.00356674194336,,,,,,,
148.886122036,-0.577731668949127,-4.14906358718872,-2.07030248641968,,,,,,,
148.891045525,-0.481428414583206,-4.22094631195068,-2.03995752334595,,,,,,,
148.895968233,-0.66812014579773,-4.3768630027771,-2.14947366714478,,,,,,,
148.900891775,-0.652411818504334,-4.49950313568115,-2.20509672164917,,,,,,,
148.90581615,-0.388666450977325,-4.51711082458496,-2.326655626297,,,,,,,
148.91073964,-0.178198993206024,-4.39395952224731,-2.32039046287537,,,,,,,
148.915662348,-0.11409243196249,-4.21875715255737,-2.21021866798401,,,,,,,
148.92058589,-0.203473672270775,-4.09912490844727,-2.11832571029663,,,,,,,
148.925510265,-0.338484883308411,-3.96565532684326,-2.08055877685547,,,,,,,
148.930433702,-0.234340667724609,-3.7250337600708,-2.15683126449585,,,,,,,
148.935356463,0.0802217051386833,-3.49934816360474,-2.14614176750183,,,,,,,
148.940280004,0.356283843517303,-3.30999994277954,-2.18275451660156,,,,,,,
148.945204379,0.412113100290298,-3.26675653457642,-2.14274072647095,,,,,,,
148.950127817,0.53495466709137,-3.18757295608521,-2.01699781417847,,,,,,,
148.955050577,0.660268664360046,-3.00311231613159,-1.80573451519012,,,,,,,
148.959974067,0.842901885509491,-2.67530870437622,-1.55672109127045,,,,,,,
148.964898442,0.924738109111786,-2.3885931968689,-1.23855865001678,,,,,,,
148.969821931,1.11394500732422,-2.04723119735718,-1.08098244667053,,,,,,,
148.97474464,1.24292159080505,-1.70622968673706,-1.04808139801025,,,,,,,
148.979668181,1.28775382041931,-1.46603488922119,-0.86945390701294,,,,,,,
148.984592556,1.33748233318329,-1.1710991859436,-0.695920705795288,,,,,,,
